#SampleID	Altitude	Assay_Type	AvgSpotLen	BioSample	Experiment	LibrarySelection	LibrarySource	Library_Name	primer	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	datenum	geo_loc_name	lat_lon	replicate	primer2	samp_collect_device	samp_mat_process	BioProject	BioSampleModel	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	Platform	SRA_Study	isolation_source	rel_to_oxygen
SRR6130697		AMPLICON	598	SAMN07732225	SRX3243098	PCR	OTHER	V34_Even_D	V34	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130697	SRS2566079	V34_Even_D	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130698		AMPLICON	598	SAMN07732224	SRX3243097	PCR	OTHER	V34_Even_C	V34	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130698	SRS2566078	V34_Even_C	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130699		AMPLICON	599	SAMN07732221	SRX3243096	PCR	OTHER	V45_Bloom_D	V45	10/4/17	12	7	seawater metagenome	10/4/17	SRR6130699	SRS2566077	V45_Bloom_D	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130700		AMPLICON	599	SAMN07732220	SRX3243095	PCR	OTHER	V45_Bloom_C	V45	10/4/17	5	3	seawater metagenome	10/4/17	SRR6130700	SRS2566076	V45_Bloom_C	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130701		AMPLICON	598	SAMN07732223	SRX3243094	PCR	OTHER	V34_Even_B	V34	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130701	SRS2566075	V34_Even_B	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130702		AMPLICON	598	SAMN07732222	SRX3243093	PCR	OTHER	V34_Even_A	V34	10/4/17	6	4	seawater metagenome	10/4/17	SRR6130702	SRS2566074	V34_Even_A	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130703		AMPLICON	599	SAMN07732217	SRX3243092	PCR	OTHER	V45_Even_D	V45	10/4/17	5	3	seawater metagenome	10/4/17	SRR6130703	SRS2566073	V45_Even_D	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130704		AMPLICON	599	SAMN07732216	SRX3243091	PCR	OTHER	V45_Even_C	V45	10/4/17	6	4	seawater metagenome	10/4/17	SRR6130704	SRS2566072	V45_Even_C	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130705		AMPLICON	599	SAMN07732219	SRX3243090	PCR	OTHER	V45_Bloom_B	V45	10/4/17	4	3	seawater metagenome	10/4/17	SRR6130705	SRS2566071	V45_Bloom_B	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130706		AMPLICON	599	SAMN07732218	SRX3243089	PCR	OTHER	V45_Bloom_A	V45	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130706	SRS2566070	V45_Bloom_A	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130707		AMPLICON	598	SAMN07732237	SRX3243088	PCR	OTHER	V12_Bloom_D	V12	10/4/17	14	8	seawater metagenome	10/4/17	SRR6130707	SRS2566069	V12_Bloom_D	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130708		AMPLICON	598	SAMN07732236	SRX3243087	PCR	OTHER	V12_Bloom_C	V12	10/4/17	12	7	seawater metagenome	10/4/17	SRR6130708	SRS2566068	V12_Bloom_C	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130709		AMPLICON	587	SAMN07732213	SRX3243086	PCR	OTHER	V4_Bloom_D	V4_	10/4/17	12	7	seawater metagenome	10/4/17	SRR6130709	SRS2566067	V4_Bloom_D	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130710		AMPLICON	587	SAMN07732212	SRX3243085	PCR	OTHER	V4_Bloom_C	V4_	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130710	SRS2566066	V4_Bloom_C	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130711		AMPLICON	587	SAMN07732211	SRX3243084	PCR	OTHER	V4_Bloom_B	V4_	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130711	SRS2566064	V4_Bloom_B	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130712		AMPLICON	587	SAMN07732210	SRX3243083	PCR	OTHER	V4_Bloom_A	V4_	10/4/17	10	5	seawater metagenome	10/4/17	SRR6130712	SRS2566065	V4_Bloom_A	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130713		AMPLICON	588	SAMN07732209	SRX3243082	PCR	OTHER	V4_Even_D	V4_	10/4/17	8	4	seawater metagenome	10/4/17	SRR6130713	SRS2566063	V4_Even_D	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130714		AMPLICON	588	SAMN07732208	SRX3243081	PCR	OTHER	V4_Even_C	V4_	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130714	SRS2566062	V4_Even_C	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130715		AMPLICON	587	SAMN07732207	SRX3243080	PCR	OTHER	V4_Even_B	V4_	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130715	SRS2566061	V4_Even_B	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130716		AMPLICON	588	SAMN07732206	SRX3243079	PCR	OTHER	V4_Even_A	V4_	10/4/17	6	3	seawater metagenome	10/4/17	SRR6130716	SRS2566060	V4_Even_A	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130717		AMPLICON	599	SAMN07732215	SRX3243078	PCR	OTHER	V45_Even_B	V45	10/4/17	6	4	seawater metagenome	10/4/17	SRR6130717	SRS2566058	V45_Even_B	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130718		AMPLICON	599	SAMN07732214	SRX3243077	PCR	OTHER	V45_Even_A	V45	10/4/17	4	2	seawater metagenome	10/4/17	SRR6130718	SRS2566115	V45_Even_A	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130719		AMPLICON	598	SAMN07732226	SRX3243076	PCR	OTHER	V34_Bloom_A	V34	10/4/17	6	4	seawater metagenome	10/4/17	SRR6130719	SRS2566059	V34_Bloom_A	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130720		AMPLICON	598	SAMN07732227	SRX3243075	PCR	OTHER	V34_Bloom_B	V34	10/4/17	19	11	seawater metagenome	10/4/17	SRR6130720	SRS2566056	V34_Bloom_B	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130721		AMPLICON	598	SAMN07732228	SRX3243074	PCR	OTHER	V34_Bloom_C	V34	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130721	SRS2566057	V34_Bloom_C	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130722		AMPLICON	598	SAMN07732229	SRX3243073	PCR	OTHER	V34_Bloom_D	V34	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130722	SRS2566055	V34_Bloom_D	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130723		AMPLICON	598	SAMN07732230	SRX3243072	PCR	OTHER	V12_Even_A	V12	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130723	SRS2566054	V12_Even_A	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130724		AMPLICON	598	SAMN07732231	SRX3243071	PCR	OTHER	V12_Even_B	V12	10/4/17	16	10	seawater metagenome	10/4/17	SRR6130724	SRS2566053	V12_Even_B	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130725		AMPLICON	598	SAMN07732232	SRX3243070	PCR	OTHER	V12_Even_C	V12	10/4/17	19	11	seawater metagenome	10/4/17	SRR6130725	SRS2566052	V12_Even_C	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130726		AMPLICON	598	SAMN07732233	SRX3243069	PCR	OTHER	V12_Even_D	V12	10/4/17	14	9	seawater metagenome	10/4/17	SRR6130726	SRS2566051	V12_Even_D	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130727		AMPLICON	598	SAMN07732234	SRX3243068	PCR	OTHER	V12_Bloom_A	V12	10/4/17	22	13	seawater metagenome	10/4/17	SRR6130727	SRS2566050	V12_Bloom_A	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130728		AMPLICON	598	SAMN07732235	SRX3243067	PCR	OTHER	V12_Bloom_B	V12	10/4/17	17	10	seawater metagenome	10/4/17	SRR6130728	SRS2566048	V12_Bloom_B	not applicable	not applicable	not applicable	not applicable				16S clones amplified with various 16S amplicon primers and sequenced on an Illumina MiSeq using Nextera indexes	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	
SRR6130765	-75	AMPLICON	587	SAMN07732427	SRX3243431	PCR	METAGENOMIC	1_0212_4_75	1_0	10/4/17	14	8	seawater metagenome	10/4/17	SRR6130765	SRS2566412	1_0212_4_75	17-Feb-12	40956.00	USA: California	34.2502 N 119.9063 W	primer replicate = V4	 V4	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130766	-75	AMPLICON	587	SAMN07732432	SRX3243430	PCR	METAGENOMIC	1_0312_2_75	1_0	10/4/17	24	14	seawater metagenome	10/4/17	SRR6130766	SRS2566410	1_0312_2_75	13-Mar-12	40981.00	USA: California	34.3435 N 119.8627 W	primer replicate = V4	 V4	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130767	0	AMPLICON	587	SAMN07732433	SRX3243429	PCR	METAGENOMIC	1_0312_2S	1_0	10/4/17	3	2	seawater metagenome	10/4/17	SRR6130767	SRS2566409	1_0312_2S	13-Mar-12	40981.00	USA: California	34.3435 N 119.8627 W	primer replicate = V4	 V4	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130768	0	AMPLICON	587	SAMN07732430	SRX3243428	PCR	METAGENOMIC	1_0214_4S	1_0	10/4/17	15	8	seawater metagenome	10/4/17	SRR6130768	SRS2566408	1_0214_4S	20-Feb-14	41690.00	USA: California	34.2502 N 119.9063 W	primer replicate = V4	 V4	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130769	0	AMPLICON	587	SAMN07732431	SRX3243427	PCR	METAGENOMIC	1_0312_1S	1_0	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130769	SRS2566411	1_0312_1S	13-Mar-12	40981.00	USA: California	34.3902 N 119.8407 W	primer replicate = V4	 V4	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130770	-75	AMPLICON	599	SAMN07732535	SRX3243426	PCR	METAGENOMIC	2_0412_4_75	2_0	10/4/17	9	5	seawater metagenome	10/4/17	SRR6130770	SRS2566407	2_0412_4_75	12-Apr-12	41011.00	USA: California	34.2502 N 119.9063 W	primer replicate = V45	V45	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130771	0	AMPLICON	599	SAMN07732534	SRX3243425	PCR	METAGENOMIC	2_0412_2S	2_0	10/4/17	17	10	seawater metagenome	10/4/17	SRR6130771	SRS2566406	2_0412_2S	12-Apr-12	41011.00	USA: California	34.3435 N 119.8627 W	primer replicate = V45	V45	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130772	0	AMPLICON	599	SAMN07732527	SRX3243424	PCR	METAGENOMIC	2_0312_4S	2_0	10/4/17	4	2	seawater metagenome	10/4/17	SRR6130772	SRS2566405	2_0312_4S	13-Mar-12	40981.00	USA: California	34.2502 N 119.9063 W	primer replicate = V45	V45	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130773	-300	AMPLICON	599	SAMN07732526	SRX3243423	PCR	METAGENOMIC	2_0312_4_300	2_0	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130773	SRS2566401	2_0312_4_300	13-Mar-12	40981.00	USA: California	34.2502 N 119.9063 W	primer replicate = V45	V45	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130774	0	AMPLICON	599	SAMN07732529	SRX3243422	PCR	METAGENOMIC	2_0312_5S	2_0	10/4/17	8	4	seawater metagenome	10/4/17	SRR6130774	SRS2566404	2_0312_5S	13-Mar-12	40981.00	USA: California	34.2035 N 119.9283 W	primer replicate = V45	V45	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130775	-75	AMPLICON	599	SAMN07732528	SRX3243421	PCR	METAGENOMIC	2_0312_5_75	2_0	10/4/17	3	2	seawater metagenome	10/4/17	SRR6130775	SRS2566403	2_0312_5_75	13-Mar-12	40981.00	USA: California	34.2035 N 119.9283 W	primer replicate = V45	V45	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130776	0	AMPLICON	599	SAMN07732531	SRX3243420	PCR	METAGENOMIC	2_0312_6S	2_0	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130776	SRS2566399	2_0312_6S	13-Mar-12	40981.00	USA: California	34.1568 N 119.9502 W	primer replicate = V45	V45	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130777	-75	AMPLICON	599	SAMN07732530	SRX3243419	PCR	METAGENOMIC	2_0312_6_75	2_0	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130777	SRS2566400	2_0312_6_75	13-Mar-12	40981.00	USA: California	34.1568 N 119.9502 W	primer replicate = V45	V45	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130778	0	AMPLICON	598	SAMN07732533	SRX3243418	PCR	METAGENOMIC	2_0314_4S	2_0	10/4/17	0	0	seawater metagenome	10/4/17	SRR6130778	SRS2566402	2_0314_4S	20-Mar-14	41718.00	USA: California	34.2502 N 119.9063 W	primer replicate = V45	V45	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130779	0	AMPLICON	599	SAMN07732532	SRX3243417	PCR	METAGENOMIC	2_0312_7S	2_0	10/4/17	5	3	seawater metagenome	10/4/17	SRR6130779	SRS2566398	2_0312_7S	13-Mar-12	40981.00	USA: California	34.0833 N 120.0333 W	primer replicate = V45	V45	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
