#SampleID	Altitude	Assay_Type	AvgSpotLen	BioSample	Experiment	LibrarySelection	LibrarySource	Library_Name	primer	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	datenum	geo_loc_name	lat_lon	replicate	primer2	samp_collect_device	samp_mat_process	BioProject	BioSampleModel	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	Platform	SRA_Study	isolation_source	rel_to_oxygen
SRR6130792	0	AMPLICON	598	SAMN07732616	SRX3243404	PCR	METAGENOMIC	3_0312_5S	3_0	10/4/17	9	5	seawater metagenome	10/4/17	SRR6130792	SRS2566385	3_0312_5S	13-Mar-12	40981	USA: California	34.2035 N 119.9283 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130793	-75	AMPLICON	598	SAMN07732617	SRX3243403	PCR	METAGENOMIC	3_0312_6_75	3_0	10/4/17	17	11	seawater metagenome	10/4/17	SRR6130793	SRS2566387	3_0312_6_75	13-Mar-12	40981	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130794	-75	AMPLICON	598	SAMN07732622	SRX3243402	PCR	METAGENOMIC	3_0412_4_75	3_0	10/4/17	6	3	seawater metagenome	10/4/17	SRR6130794	SRS2566383	3_0412_4_75	12-Apr-12	41011	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130795	0	AMPLICON	598	SAMN07732623	SRX3243401	PCR	METAGENOMIC	3_0412_4S	3_0	10/4/17	9	6	seawater metagenome	10/4/17	SRR6130795	SRS2566382	3_0412_4S	12-Apr-12	41011	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130796	0	AMPLICON	598	SAMN07732620	SRX3243400	PCR	METAGENOMIC	3_0314_4S	3_0	10/4/17	17	10	seawater metagenome	10/4/17	SRR6130796	SRS2566381	3_0314_4S	20-Mar-14	41718	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130797	0	AMPLICON	597	SAMN07732621	SRX3243399	PCR	METAGENOMIC	3_0412_2S	3_0	10/4/17	9	6	seawater metagenome	10/4/17	SRR6130797	SRS2566380	3_0412_2S	12-Apr-12	41011	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130798	0	AMPLICON	598	SAMN07732624	SRX3243398	PCR	METAGENOMIC	3_0412_6S	3_0	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130798	SRS2566379	3_0412_6S	12-Apr-12	41011	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130799	0	AMPLICON	598	SAMN07732625	SRX3243397	PCR	METAGENOMIC	3_0414_4S	3_0	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130799	SRS2566378	3_0414_4S	16-Apr-14	41745	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130800	0	AMPLICON	597	SAMN07732604	SRX3243396	PCR	METAGENOMIC	3_0214_4S	3_0	10/4/17	19	11	seawater metagenome	10/4/17	SRR6130800	SRS2566377	3_0214_4S	20-Feb-14	41690	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130801	0	AMPLICON	598	SAMN07732605	SRX3243395	PCR	METAGENOMIC	3_0312_1S	3_0	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130801	SRS2566376	3_0312_1S	13-Mar-12	40981	USA: California	34.3902 N 119.8407 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130802	0	AMPLICON	598	SAMN07732600	SRX3243394	PCR	METAGENOMIC	3_0212_2S	3_0	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130802	SRS2566374	3_0212_2S	17-Feb-12	40956	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130803	-75	AMPLICON	598	SAMN07732601	SRX3243393	PCR	METAGENOMIC	3_0212_4_75	3_0	10/4/17	15	9	seawater metagenome	10/4/17	SRR6130803	SRS2566375	3_0212_4_75	17-Feb-12	40956	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130804	0	AMPLICON	598	SAMN07732602	SRX3243392	PCR	METAGENOMIC	3_0212_4S	3_0	10/4/17	9	5	seawater metagenome	10/4/17	SRR6130804	SRS2566373	3_0212_4S	17-Feb-12	40956	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130805	0	AMPLICON	598	SAMN07732603	SRX3243391	PCR	METAGENOMIC	3_0212_6S	3_0	10/4/17	9	5	seawater metagenome	10/4/17	SRR6130805	SRS2566371	3_0212_6S	17-Feb-12	40956	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130820	-1.3	AMPLICON	597	SAMN07732685	SRX3243376	PCR	METAGENOMIC	3_C48N9	3_C	10/4/17	11	7	seawater metagenome	10/4/17	SRR6130820	SRS2566354	3_C48N9	15-May-11	40678	USA: California	34.1821167 N 119.84835 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130821	-4.4	AMPLICON	597	SAMN07732684	SRX3243375	PCR	METAGENOMIC	3_C43N9	3_C	10/4/17	22	13	seawater metagenome	10/4/17	SRR6130821	SRS2566358	3_C43N9	15-May-11	40678	USA: California	34.3893667 N 120.1033 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130822	-5.1	AMPLICON	597	SAMN07732681	SRX3243374	PCR	METAGENOMIC	3_C25N6	3_C	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130822	SRS2566356	3_C25N6	12-May-11	40675	USA: California	34.1827333 N 120.0501 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130823	-4.8	AMPLICON	598	SAMN07732680	SRX3243373	PCR	METAGENOMIC	3_C23N3	3_C	10/4/17	14	8	seawater metagenome	10/4/17	SRR6130823	SRS2566355	3_C23N3	12-May-11	40675	USA: California	34.1012667 N 119.9504 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130824	-5.2	AMPLICON	597	SAMN07732683	SRX3243372	PCR	METAGENOMIC	3_C35N9	3_C	10/4/17	19	11	seawater metagenome	10/4/17	SRR6130824	SRS2566352	3_C35N9	13-May-11	40676	USA: California	34.1815167 N 119.84993 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130825	-3.5	AMPLICON	597	SAMN07732682	SRX3243371	PCR	METAGENOMIC	3_C31N9	3_C	10/4/17	24	14	seawater metagenome	10/4/17	SRR6130825	SRS2566353	3_C31N9	13-May-11	40676	USA: California	34.3486167 N 120.05122 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130826	0	AMPLICON	598	SAMN07732677	SRX3243370	PCR	METAGENOMIC	3_1212_4S	3_1	10/4/17	23	14	seawater metagenome	10/4/17	SRR6130826	SRS2566351	3_1212_4S	6-Dec-12	41249	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130827	0	AMPLICON	598	SAMN07732676	SRX3243369	PCR	METAGENOMIC	3_1112_4S	3_1	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130827	SRS2566350	3_1112_4S	15-Nov-12	41228	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130828	-5	AMPLICON	598	SAMN07732679	SRX3243368	PCR	METAGENOMIC	3_C21N3	3_C	10/4/17	12	7	seawater metagenome	10/4/17	SRR6130828	SRS2566349	3_C21N3	12-May-11	40675	USA: California	34.2469333 N 120.3285 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130829	-4.7	AMPLICON	598	SAMN07732678	SRX3243367	PCR	METAGENOMIC	3_C12N9	3_C	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130829	SRS2566348	3_C12N9	11-May-11	40674	USA: California	34.34945 N 120.25082 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130854	-150	AMPLICON	598	SAMN07732637	SRX3243342	PCR	METAGENOMIC	3_0514_4_150	3_0	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130854	SRS2566323	3_0514_4_150	15-May-14	41774	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130855	-75	AMPLICON	598	SAMN07732636	SRX3243341	PCR	METAGENOMIC	3_0514_4_75	3_0	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130855	SRS2566322	3_0514_4_75	15-May-14	41774	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130856	0	AMPLICON	597	SAMN07732639	SRX3243340	PCR	METAGENOMIC	3_0514_4S	3_0	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130856	SRS2566319	3_0514_4S	15-May-14	41774	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130857	-300	AMPLICON	598	SAMN07732638	SRX3243339	PCR	METAGENOMIC	3_0514_4_300	3_0	10/4/17	6	4	seawater metagenome	10/4/17	SRR6130857	SRS2566321	3_0514_4_300	15-May-14	41774	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130858	0	AMPLICON	597	SAMN07732641	SRX3243338	PCR	METAGENOMIC	3_0514_5S	3_0	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130858	SRS2566320	3_0514_5S	15-May-14	41774	USA: California	34.2035 N 119.9283 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130859	-75	AMPLICON	598	SAMN07732640	SRX3243337	PCR	METAGENOMIC	3_0514_5_75	3_0	10/4/17	18	11	seawater metagenome	10/4/17	SRR6130859	SRS2566318	3_0514_5_75	15-May-14	41774	USA: California	34.2035 N 119.9283 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130860	0	AMPLICON	597	SAMN07732643	SRX3243336	PCR	METAGENOMIC	3_0514_6S	3_0	10/4/17	9	5	seawater metagenome	10/4/17	SRR6130860	SRS2566317	3_0514_6S	15-May-14	41774	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130861	-75	AMPLICON	598	SAMN07732642	SRX3243335	PCR	METAGENOMIC	3_0514_6_75	3_0	10/4/17	7	5	seawater metagenome	10/4/17	SRR6130861	SRS2566315	3_0514_6_75	15-May-14	41774	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130862	0	AMPLICON	598	SAMN07732645	SRX3243334	PCR	METAGENOMIC	3_0612_2S	3_0	10/4/17	6	4	seawater metagenome	10/4/17	SRR6130862	SRS2566316	3_0612_2S	14-Jun-12	41074	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130863	0	AMPLICON	597	SAMN07732644	SRX3243333	PCR	METAGENOMIC	3_0514_7S	3_0	10/4/17	6	4	seawater metagenome	10/4/17	SRR6130863	SRS2566314	3_0514_7S	15-May-14	41774	USA: California	34.0833 N 120.0333 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130868	-5.5	AMPLICON	597	SAMN07732686	SRX3243328	PCR	METAGENOMIC	3_C50N9	3_C	10/4/17	23	14	seawater metagenome	10/4/17	SRR6130868	SRS2566308	3_C50N9	15-May-11	40678	USA: California	34.0984 N 119.75018 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130874	0	AMPLICON	598	SAMN07732607	SRX3243322	PCR	METAGENOMIC	3_0312_2S	3_0	10/4/17	6	4	seawater metagenome	10/4/17	SRR6130874	SRS2566302	3_0312_2S	13-Mar-12	40981	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130875	-75	AMPLICON	598	SAMN07732606	SRX3243321	PCR	METAGENOMIC	3_0312_2_75	3_0	10/4/17	26	16	seawater metagenome	10/4/17	SRR6130875	SRS2566300	3_0312_2_75	13-Mar-12	40981	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130876	0	AMPLICON	598	SAMN07732609	SRX3243320	PCR	METAGENOMIC	3_0312_3S	3_0	10/4/17	8	4	seawater metagenome	10/4/17	SRR6130876	SRS2566299	3_0312_3S	13-Mar-12	40981	USA: California	34.2968 N 119.8845 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130877	-75	AMPLICON	598	SAMN07732608	SRX3243319	PCR	METAGENOMIC	3_0312_3_75	3_0	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130877	SRS2566298	3_0312_3_75	13-Mar-12	40981	USA: California	34.2968 N 119.8845 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130878	-75	AMPLICON	598	SAMN07732611	SRX3243318	PCR	METAGENOMIC	3_0312_4_75	3_0	10/4/17	13	8	seawater metagenome	10/4/17	SRR6130878	SRS2566297	3_0312_4_75	13-Mar-12	40981	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130879	-30	AMPLICON	598	SAMN07732610	SRX3243317	PCR	METAGENOMIC	3_0312_4_30	3_0	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130879	SRS2566296	3_0312_4_30	13-Mar-12	40981	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130880	-300	AMPLICON	598	SAMN07732613	SRX3243316	PCR	METAGENOMIC	3_0312_4_300	3_0	10/4/17	19	11	seawater metagenome	10/4/17	SRR6130880	SRS2566295	3_0312_4_300	13-Mar-12	40981	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130881	-150	AMPLICON	598	SAMN07732612	SRX3243315	PCR	METAGENOMIC	3_0312_4_150	3_0	10/4/17	2	1	seawater metagenome	10/4/17	SRR6130881	SRS2566294	3_0312_4_150	13-Mar-12	40981	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130882	-75	AMPLICON	598	SAMN07732615	SRX3243314	PCR	METAGENOMIC	3_0312_5_75	3_0	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130882	SRS2566293	3_0312_5_75	13-Mar-12	40981	USA: California	34.2035 N 119.9283 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130883	0	AMPLICON	598	SAMN07732614	SRX3243313	PCR	METAGENOMIC	3_0312_4S	3_0	10/4/17	7	4	seawater metagenome	10/4/17	SRR6130883	SRS2566292	3_0312_4S	13-Mar-12	40981	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
