#SampleID	Altitude	Assay_Type	AvgSpotLen	BioSample	Experiment	LibrarySelection	LibrarySource	Library_Name	primer	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	datenum	geo_loc_name	lat_lon	replicate	primer2	samp_collect_device	samp_mat_process	BioProject	BioSampleModel	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	Platform	SRA_Study	isolation_source	rel_to_oxygen
SRR6130903	0	AMPLICON	598	SAMN07732739	SRX3243293	PCR	METAGENOMIC	4_0712_4S	4_0	10/4/17	15	9	seawater metagenome	10/4/17	SRR6130903	SRS2566272	4_0712_4S	26-Jul-12	41116	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130965	-150	AMPLICON	598	SAMN07732699	SRX3243231	PCR	METAGENOMIC	4_0312_4_150	4_0	10/4/17	0	0	seawater metagenome	10/4/17	SRR6130965	SRS2566211	4_0312_4_150	13-Mar-12	40981	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130966	-75	AMPLICON	598	SAMN07732698	SRX3243230	PCR	METAGENOMIC	4_0312_4_75	4_0	10/4/17	11	7	seawater metagenome	10/4/17	SRR6130966	SRS2566210	4_0312_4_75	13-Mar-12	40981	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130967	-30	AMPLICON	598	SAMN07732697	SRX3243229	PCR	METAGENOMIC	4_0312_4_30	4_0	10/4/17	16	9	seawater metagenome	10/4/17	SRR6130967	SRS2566209	4_0312_4_30	13-Mar-12	40981	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130968	0	AMPLICON	598	SAMN07732696	SRX3243228	PCR	METAGENOMIC	4_0312_3S	4_0	10/4/17	22	13	seawater metagenome	10/4/17	SRR6130968	SRS2566208	4_0312_3S	13-Mar-12	40981	USA: California	34.2968 N 119.8845 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130969	0	AMPLICON	598	SAMN07732703	SRX3243227	PCR	METAGENOMIC	4_0312_5S	4_0	10/4/17	17	10	seawater metagenome	10/4/17	SRR6130969	SRS2566207	4_0312_5S	13-Mar-12	40981	USA: California	34.2035 N 119.9283 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130970	-75	AMPLICON	598	SAMN07732702	SRX3243226	PCR	METAGENOMIC	4_0312_5_75	4_0	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130970	SRS2566206	4_0312_5_75	13-Mar-12	40981	USA: California	34.2035 N 119.9283 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130971	0	AMPLICON	598	SAMN07732701	SRX3243225	PCR	METAGENOMIC	4_0312_4S	4_0	10/4/17	17	10	seawater metagenome	10/4/17	SRR6130971	SRS2566205	4_0312_4S	13-Mar-12	40981	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130972	-300	AMPLICON	598	SAMN07732700	SRX3243224	PCR	METAGENOMIC	4_0312_4_300	4_0	10/4/17	45	27	seawater metagenome	10/4/17	SRR6130972	SRS2566204	4_0312_4_300	13-Mar-12	40981	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130973	0	AMPLICON	598	SAMN07732705	SRX3243223	PCR	METAGENOMIC	4_0312_6S	4_0	10/4/17	21	12	seawater metagenome	10/4/17	SRR6130973	SRS2566203	4_0312_6S	13-Mar-12	40981	USA: California	34.1568 N 119.9502 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130974	-75	AMPLICON	598	SAMN07732704	SRX3243222	PCR	METAGENOMIC	4_0312_6_75	4_0	10/4/17	21	13	seawater metagenome	10/4/17	SRR6130974	SRS2566202	4_0312_6_75	13-Mar-12	40981	USA: California	34.1568 N 119.9502 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130987	0	AMPLICON	598	SAMN07732735	SRX3243209	PCR	METAGENOMIC	4_0612_6S	4_0	10/4/17	15	9	seawater metagenome	10/4/17	SRR6130987	SRS2566190	4_0612_6S	14-Jun-12	41074	USA: California	34.1568 N 119.9502 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130988	0	AMPLICON	598	SAMN07732734	SRX3243208	PCR	METAGENOMIC	4_0612_4S	4_0	10/4/17	15	9	seawater metagenome	10/4/17	SRR6130988	SRS2566189	4_0612_4S	14-Jun-12	41074	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130989	-75	AMPLICON	598	SAMN07732729	SRX3243207	PCR	METAGENOMIC	4_0514_6_75	4_0	10/4/17	16	9	seawater metagenome	10/4/17	SRR6130989	SRS2566188	4_0514_6_75	15-May-14	41774	USA: California	34.1568 N 119.9502 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130990	0	AMPLICON	598	SAMN07732728	SRX3243206	PCR	METAGENOMIC	4_0514_5S	4_0	10/4/17	18	11	seawater metagenome	10/4/17	SRR6130990	SRS2566187	4_0514_5S	15-May-14	41774	USA: California	34.2035 N 119.9283 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130991	-75	AMPLICON	598	SAMN07732727	SRX3243205	PCR	METAGENOMIC	4_0514_5_75	4_0	10/4/17	24	14	seawater metagenome	10/4/17	SRR6130991	SRS2566186	4_0514_5_75	15-May-14	41774	USA: California	34.2035 N 119.9283 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130992	0	AMPLICON	598	SAMN07732726	SRX3243204	PCR	METAGENOMIC	4_0514_4S	4_0	10/4/17	19	11	seawater metagenome	10/4/17	SRR6130992	SRS2566185	4_0514_4S	15-May-14	41774	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130993	-75	AMPLICON	598	SAMN07732733	SRX3243203	PCR	METAGENOMIC	4_0612_4_75	4_0	10/4/17	21	12	seawater metagenome	10/4/17	SRR6130993	SRS2566184	4_0612_4_75	14-Jun-12	41074	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130994	0	AMPLICON	598	SAMN07732732	SRX3243202	PCR	METAGENOMIC	4_0612_2S	4_0	10/4/17	12	7	seawater metagenome	10/4/17	SRR6130994	SRS2566221	4_0612_2S	14-Jun-12	41074	USA: California	34.3435 N 119.8627 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130995	0	AMPLICON	598	SAMN07732731	SRX3243201	PCR	METAGENOMIC	4_0514_7S	4_0	10/4/17	17	10	seawater metagenome	10/4/17	SRR6130995	SRS2566183	4_0514_7S	15-May-14	41774	USA: California	34.0833 N 120.0333 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130996	0	AMPLICON	598	SAMN07732730	SRX3243200	PCR	METAGENOMIC	4_0514_6S	4_0	10/4/17	16	9	seawater metagenome	10/4/17	SRR6130996	SRS2566182	4_0514_6S	15-May-14	41774	USA: California	34.1568 N 119.9502 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131029	-75	AMPLICON	598	SAMN07732714	SRX3243167	PCR	METAGENOMIC	4_0512_4_75	4_0	10/4/17	19	12	seawater metagenome	10/4/17	SRR6131029	SRS2566149	4_0512_4_75	15-May-12	41044	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131035	0	AMPLICON	598	SAMN07732708	SRX3243161	PCR	METAGENOMIC	4_0412_2S	4_0	10/4/17	26	15	seawater metagenome	10/4/17	SRR6131035	SRS2566143	4_0412_2S	12-Apr-12	41011	USA: California	34.3435 N 119.8627 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131036	-75	AMPLICON	598	SAMN07732709	SRX3243160	PCR	METAGENOMIC	4_0412_4_75	4_0	10/4/17	14	8	seawater metagenome	10/4/17	SRR6131036	SRS2566142	4_0412_4_75	12-Apr-12	41011	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131037	0	AMPLICON	598	SAMN07732706	SRX3243159	PCR	METAGENOMIC	4_0312_7S	4_0	10/4/17	14	8	seawater metagenome	10/4/17	SRR6131037	SRS2566141	4_0312_7S	13-Mar-12	40981	USA: California	34.0833 N 120.0333 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131038	0	AMPLICON	598	SAMN07732707	SRX3243158	PCR	METAGENOMIC	4_0314_4S	4_0	10/4/17	15	9	seawater metagenome	10/4/17	SRR6131038	SRS2566140	4_0314_4S	20-Mar-14	41718	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131039	0	AMPLICON	598	SAMN07732712	SRX3243157	PCR	METAGENOMIC	4_0414_4S	4_0	10/4/17	17	10	seawater metagenome	10/4/17	SRR6131039	SRS2566139	4_0414_4S	16-Apr-14	41745	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131040	0	AMPLICON	598	SAMN07732713	SRX3243156	PCR	METAGENOMIC	4_0512_2S	4_0	10/4/17	32	19	seawater metagenome	10/4/17	SRR6131040	SRS2566138	4_0512_2S	15-May-12	41044	USA: California	34.3435 N 119.8627 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131041	0	AMPLICON	598	SAMN07732710	SRX3243155	PCR	METAGENOMIC	4_0412_4S	4_0	10/4/17	14	8	seawater metagenome	10/4/17	SRR6131041	SRS2566137	4_0412_4S	12-Apr-12	41011	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131042	0	AMPLICON	598	SAMN07732711	SRX3243154	PCR	METAGENOMIC	4_0412_6S	4_0	10/4/17	18	11	seawater metagenome	10/4/17	SRR6131042	SRS2566136	4_0412_6S	12-Apr-12	41011	USA: California	34.1568 N 119.9502 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131044	-5.5	AMPLICON	598	SAMN07732773	SRX3243152	PCR	METAGENOMIC	4_C50N9	4_C	10/4/17	38	22	seawater metagenome	10/4/17	SRR6131044	SRS2566134	4_C50N9	15-May-11	40678	USA: California	34.0984 N 119.75018 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131045	-1.3	AMPLICON	598	SAMN07732772	SRX3243151	PCR	METAGENOMIC	4_C48N9	4_C	10/4/17	23	13	seawater metagenome	10/4/17	SRR6131045	SRS2566133	4_C48N9	15-May-11	40678	USA: California	34.1821167 N 119.84835 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131046	-4.4	AMPLICON	598	SAMN07732771	SRX3243150	PCR	METAGENOMIC	4_C43N9	4_C	10/4/17	58	34	seawater metagenome	10/4/17	SRR6131046	SRS2566132	4_C43N9	15-May-11	40678	USA: California	34.3893667 N 120.1033 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131047	-5.2	AMPLICON	598	SAMN07732770	SRX3243149	PCR	METAGENOMIC	4_C35N9	4_C	10/4/17	31	18	seawater metagenome	10/4/17	SRR6131047	SRS2566131	4_C35N9	13-May-11	40676	USA: California	34.1815167 N 119.84993 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131048	-3.5	AMPLICON	598	SAMN07732769	SRX3243148	PCR	METAGENOMIC	4_C31N9	4_C	10/4/17	28	16	seawater metagenome	10/4/17	SRR6131048	SRS2566130	4_C31N9	13-May-11	40676	USA: California	34.3486167 N 120.05122 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131049	-5.1	AMPLICON	598	SAMN07732768	SRX3243147	PCR	METAGENOMIC	4_C25N6	4_C	10/4/17	36	21	seawater metagenome	10/4/17	SRR6131049	SRS2566129	4_C25N6	12-May-11	40675	USA: California	34.1827333 N 120.0501 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131050	-4.8	AMPLICON	598	SAMN07732767	SRX3243146	PCR	METAGENOMIC	4_C23N3	4_C	10/4/17	24	14	seawater metagenome	10/4/17	SRR6131050	SRS2566128	4_C23N3	12-May-11	40675	USA: California	34.1012667 N 119.9504 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131051	-5	AMPLICON	598	SAMN07732766	SRX3243145	PCR	METAGENOMIC	4_C21N3	4_C	10/4/17	24	14	seawater metagenome	10/4/17	SRR6131051	SRS2566127	4_C21N3	12-May-11	40675	USA: California	34.2469333 N 120.3285 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131083	0	AMPLICON	598	SAMN07732762	SRX3243462	PCR	METAGENOMIC	4_1012_4S	4_1	10/4/17	17	10	seawater metagenome	10/4/17	SRR6131083	SRS2566442	4_1012_4S	26-Oct-12	41208	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131084	0	AMPLICON	598	SAMN07732763	SRX3243461	PCR	METAGENOMIC	4_1112_4S	4_1	10/4/17	17	10	seawater metagenome	10/4/17	SRR6131084	SRS2566441	4_1112_4S	15-Nov-12	41228	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131085	0	AMPLICON	598	SAMN07732760	SRX3243460	PCR	METAGENOMIC	4_0912_6S	4_0	10/4/17	20	12	seawater metagenome	10/4/17	SRR6131085	SRS2566440	4_0912_6S	13-Sep-12	41165	USA: California	34.1568 N 119.9502 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131086	0	AMPLICON	598	SAMN07732761	SRX3243459	PCR	METAGENOMIC	4_0912_7S	4_0	10/4/17	17	10	seawater metagenome	10/4/17	SRR6131086	SRS2566436	4_0912_7S	13-Sep-12	41165	USA: California	34.0833 N 120.0333 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131087	0	AMPLICON	598	SAMN07732758	SRX3243458	PCR	METAGENOMIC	4_0912_5S	4_0	10/4/17	43	24	seawater metagenome	10/4/17	SRR6131087	SRS2566435	4_0912_5S	13-Sep-12	41165	USA: California	34.2035 N 119.9283 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131088	-75	AMPLICON	598	SAMN07732759	SRX3243457	PCR	METAGENOMIC	4_0912_6_75	4_0	10/4/17	38	22	seawater metagenome	10/4/17	SRR6131088	SRS2566439	4_0912_6_75	13-Sep-12	41165	USA: California	34.1568 N 119.9502 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131089	0	AMPLICON	598	SAMN07732756	SRX3243456	PCR	METAGENOMIC	4_0912_4S	4_0	10/4/17	23	13	seawater metagenome	10/4/17	SRR6131089	SRS2566438	4_0912_4S	13-Sep-12	41165	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131090	-75	AMPLICON	598	SAMN07732757	SRX3243455	PCR	METAGENOMIC	4_0912_5_75	4_0	10/4/17	39	23	seawater metagenome	10/4/17	SRR6131090	SRS2566437	4_0912_5_75	13-Sep-12	41165	USA: California	34.2035 N 119.9283 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131091	0	AMPLICON	598	SAMN07732764	SRX3243454	PCR	METAGENOMIC	4_1212_4S	4_1	10/4/17	35	20	seawater metagenome	10/4/17	SRR6131091	SRS2566434	4_1212_4S	6-Dec-12	41249	USA: California	34.2502 N 119.9063 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131092	-4.7	AMPLICON	598	SAMN07732765	SRX3243453	PCR	METAGENOMIC	4_C12N9	4_C	10/4/17	13	8	seawater metagenome	10/4/17	SRR6131092	SRS2566433	4_C12N9	11-May-11	40674	USA: California	34.34945 N 120.25082 W	primer replicate = V12	V12	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
